Rank,Name,Platform,Platform Group,Year,Genre,Publisher,NA Sales,EU Sales,JP Sales,Other Sales,Global Sales
15963,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,PS,2010,Adventure,Compile Heart,0,0,0.02,0,0.02
15964,Farming Simulator 2014,PSV,PS,2014,Simulation,Focus Home Interactive,0.01,0,0,0,0.02
15965,Imperium Romanum,PC,PC,2008,Strategy,Kalypso Media,0,0.01,0,0,0.02
15966,Ship Simulator 2008,PC,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0,0.02
15967,Curse of the Amsterdam Diamond,DS,Nintendo,2012,Puzzle,Easy Interactive,0,0.01,0,0,0.02
15968,Sengoku,PC,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.02
15969,Yume Neko DS,DS,Nintendo,2008,Simulation,Sega,0,0,0.02,0,0.02
15970,Dream C Club,PS3,PS,2012,Simulation,D3Publisher,0,0,0.02,0,0.02
15971,IGT Slots: Lucky Larry's Lobstermania,PC,PC,2011,Simulation,Masque Publishing,0.01,0,0,0,0.02
15972,Sid Meier's Civilization Revolution 2+,PSV,PS,2015,Strategy,Take-Two Interactive,0,0,0.02,0,0.02
15973,SBK Superbike World Championship,PS2,PS,2008,Racing,Black Bean Games,0.01,0.01,0,0,0.02
15974,Memories Off 6: Next Relation,PS2,PS,2009,Adventure,5pb,0,0,0.02,0,0.02
15975,Scared Rider Xechs,PS2,PS,2010,Adventure,RED Entertainment,0,0,0.02,0,0.02
15976,Vitamin X: Detective B6,PSP,PS,2012,Adventure,D3Publisher,0,0,0.02,0,0.02
15977,Misshitsu no Sacrifice,PSP,PS,2010,Adventure,D3Publisher,0,0,0.02,0,0.02
15978,You Don't Know Jack,PC,PC,1995,Misc,Vivendi Games,0.01,0,0,0,0.02
15979,Ouran Koukou Host Bu,PS2,PS,2007,Adventure,Idea Factory,0,0,0.02,0,0.02
15980,Lotus Challenge,GC,Nintendo,2004,Racing,Ignition Entertainment,0.01,0,0,0,0.02
15981,Meiji Toukyou Renka: Twilight Kiss,PSP,PS,2015,Action,Broccoli,0,0,0.02,0,0.02
15982,Xblaze: Lost Memories,PS3,PS,2015,Adventure,Arc System Works,0.01,0,0,0,0.02
15983,Turok,PC,PC,2008,Action,Touchstone,0,0.01,0,0,0.01
15984,Coven and Labyrinth of Refrain,PSV,PS,2016,Action,Nippon Ichi Software,0,0,0.01,0,0.01
15985,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,Nintendo,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
15986,Dragon Zakura DS,DS,Nintendo,2007,Misc,Electronic Arts,0,0,0.01,0,0.01
15987,Chameleon: To Dye For!,DS,Nintendo,2006,Puzzle,505 Games,0.01,0,0,0,0.01
15988,Hotel Giant DS,DS,Nintendo,2008,Simulation,Nobilis,0,0.01,0,0,0.01
15989,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,PS,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
15990,Blackthorne,GBA,Nintendo,2003,Action,Activision,0.01,0,0,0,0.01
15991,Don Bradman Cricket 14,X360,XBox,2014,Sports,Tru Blu Entertainment,0,0.01,0,0,0.01
15992,DokuSui: DokiDoki Suikoden,PSP,PS,2011,Role-Playing,Irem Software Engineering,0,0,0.01,0,0.01
15993,Shinseiki Evangelion: Battle Orchestra Portable,PSP,PS,2009,Fighting,Broccoli,0,0,0.01,0,0.01
15994,Donkey Kong Jungle Beat,Wii,Nintendo,2008,Platform,Nintendo,0,0.01,0,0,0.01
15995,Bomberman (jp sales),PSP,PS,2006,Puzzle,Konami Digital Entertainment,0,0,0.01,0,0.01
15996,Blazblue: Continuum Shift Extend,PSP,PS,2012,Fighting,Arc System Works,0,0,0.01,0,0.01
15997,S.Y.K: Shinsetsu Saiyuuki,PS2,PS,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
15998,Football Manager Live,PC,PC,2009,Sports,Sega,0,0.01,0,0,0.01
15999,Captain Morgane and the Golden Turtle,Wii,Nintendo,2012,Adventure,Reef Entertainment,0,0.01,0,0,0.01
16000,Black Cat,PS2,PS,2006,Action,Capcom,0,0,0.01,0,0.01
16001,One Piece: Daikaizoku Coliseum,3DS,Nintendo,2016,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
16002,Mortal Kombat,PC,PC,1994,Fighting,Acclaim Entertainment,0.01,0,0,0,0.01
16003,Smart Kid's Mega Game Mix,DS,Nintendo,2009,Misc,UFO Interactive,0.01,0,0,0,0.01
16004,Diary Girl,DS,Nintendo,2008,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01
16005,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,Nintendo,2011,Role-Playing,Unknown,0,0,0.01,0,0.01
16006,Serious Sam II,PC,PC,2005,Shooter,Take-Two Interactive,0,0.01,0,0,0.01
16007,Wand of Fortune: Mirai e no Prologue Portable,PSP,PS,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16008,Sengoku Hime: Senran ni Mau Otometachi,PSP,PS,2009,Adventure,Yeti,0,0,0.01,0,0.01
16009,Secret Game Portable,PSP,PS,2010,Adventure,Yeti,0,0,0.01,0,0.01
16010,Demon Gaze 2,PSV,PS,2014,Role-Playing,Experience Inc.,0,0,0.01,0,0.01
16011,Neverwinter Nights 2: Mask of the Betrayer,PC,PC,2007,Role-Playing,Atari,0,0.01,0,0,0.01
16012,Kimi no Yuusha,DS,Nintendo,2008,Role-Playing,SNK Playmore,0,0,0.01,0,0.01
16013,Call of Juarez,PC,PC,2006,Shooter,Ubisoft,0,0.01,0,0,0.01
16014,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,XBox,2006,Shooter,Ubisoft,0,0,0.01,0,0.01
16015,UEFA Champions League 2006-2007,PSP,PS,2007,Sports,Electronic Arts,0.01,0,0,0,0.01
16016,Codename: Panzers Phase Two,PC,PC,2005,Strategy,CDV Software Entertainment,0,0.01,0,0,0.01
16017,Nobunaga no Yabou Online: Houou no Shou,PS3,PS,2012,Strategy,Ackkstudios,0,0,0.01,0,0.01
16018,Rise of Flight: Iron Cross Edition,PC,PC,2010,Simulation,Aerosoft,0.01,0,0,0,0.01
16019,Cosmetic Paradise: Make no Kiseki,DS,Nintendo,2008,Misc,Global A Entertainment,0,0,0.01,0,0.01
16020,Unreal Tournament 2003,PC,PC,2002,Shooter,Atari,0,0.01,0,0,0.01
16021,Nobunaga no Yabou DS,DS,Nintendo,2006,Strategy,Tecmo Koei,0,0,0.01,0,0.01
16022,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,PS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01
16023,Uppers,PSV,PS,2016,Action,Marvelous Entertainment,0,0,0.01,0,0.01
16024,Wand of Fortune Portable,PSP,PS,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16025,Wiffle Ball Advance,DS,Nintendo,2007,Sports,Zoo Digital Publishing,0.01,0,0,0,0.01
16026,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,PS,2006,Action,Konami Digital Entertainment,0,0,0.01,0,0.01
16027,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,Nintendo,2007,Misc,D3Publisher,0,0,0.01,0,0.01
16028,The Last Remnant,PC,PC,2009,Role-Playing,Square Enix,0,0.01,0,0,0.01
16029,Ten Pin Alley 2,GBA,Nintendo,2004,Sports,XS Games,0.01,0,0,0,0.01
16030,Himawari: Pebble in the Sky Portable,PSP,PS,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16031,Wand of Fortune R,PSV,PS,2016,Adventure,Idea Factory,0,0,0.01,0,0.01
16032,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,PS,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16033,My Little Baby,DS,Nintendo,2008,Simulation,CDV Software Entertainment,0,0.01,0,0,0.01
16034,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,PS,2009,Adventure,TGL,0,0,0.01,0,0.01
16035,Shinobi Koutsutsu,PSP,PS,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
16036,NiGHTS into dreams...,PS2,PS,2008,Platform,Sega,0,0,0.01,0,0.01
16037,WinBack 2: Project Poseidon,PS2,PS,2006,Shooter,Tecmo Koei,0.01,0.01,0,0,0.01
16038,Kaitou Rousseau,DS,Nintendo,2006,Action,Namco Bandai Games,0,0,0.01,0,0.01
16039,Utawarerumono: Futari no Hakuoro,PS3,PS,2016,Misc,Aqua Plus,0,0,0.01,0,0.01
16040,WRC 5: FIA World Rally Championship,XOne,XBox,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01
16041,Totally Spies! Totally Party,PS2,PS,2008,Misc,Ubisoft,0.01,0.01,0,0,0.01
16042,GunParade Orchestra: Ao no Shou,PS2,PS,2006,Adventure,Sony Computer Entertainment,0,0,0.01,0,0.01
16043,Impossible Creatures,PC,PC,2002,Strategy,Microsoft Game Studios,0,0.01,0,0,0.01
16044,Puyo Pop Fever,GC,Nintendo,2004,Puzzle,Sega,0.01,0,0,0,0.01
16045,Wizardry XTH: Unlimited Students,PS2,PS,2006,Role-Playing,Michaelsoft,0,0,0.01,0,0.01
16046,Raven's Cry,PS4,PS,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01
16047,Instant Brain,X360,XBox,2011,Adventure,Cave,0,0,0.01,0,0.01
16048,Guitar Hero III: Legends of Rock,PC,PC,2007,Misc,Aspyr,0.01,0,0,0,0.01
16049,Blitzkrieg 2 Anthology,PC,PC,2008,Strategy,Ascaron Entertainment GmbH,0,0.01,0,0,0.01
16050,Rayman Raving Rabbids,PC,PC,2006,Misc,Ubisoft,0,0.01,0,0,0.01
16051,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,PS,2016,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16052,Abunai: Koi no Sousa Shitsu,PSP,PS,2012,Action,Quinrose,0,0,0.01,0,0.01
16053,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,PC,2011,Adventure,Avanquest,0,0.01,0,0,0.01
16054,Battle Worlds: Kronos,PC,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01
16055,SoulLink Extension,PS2,PS,2006,Adventure,Interchannel,0,0,0.01,0,0.01
16056,Banjo-Kazooie,X360,XBox,2008,Platform,Microsoft Game Studios,0,0.01,0,0,0.01
16057,Samurai Shodown Anthology (JP sales),PS2,PS,2008,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16058,Winning Post 7 Maximum 2008,PS2,PS,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
16059,Sangoku Koi Senki: Otome no Heihou!,PS2,PS,2011,Adventure,Prototype,0,0,0.01,0,0.01
16062,Alfa Romeo Racing Italiano,PS2,PS,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01
16063,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,PS,2002,Misc,Media Entertainment,0,0,0.01,0,0.01
16064,Digger Simulator,PC,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,0.01
16065,Turbo: Super Stunt Squad,X360,XBox,2013,Sports,D3Publisher,0,0.01,0,0,0.01
16066,Super Robot Taisen XO,X360,XBox,2006,Strategy,Banpresto,0,0,0.01,0,0.01
16067,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,Nintendo,2015,Action,Namco Bandai Games,0,0,0.01,0,0.01
16068,Aquaman: Battle for Atlantis,XB,XBox,2003,Action,Unknown,0.01,0,0,0,0.01
16069,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,PS,2010,Misc,Hackberry,0,0,0.01,0,0.01
16070,IL-2 Sturmovik,PC,PC,2001,Simulation,Blue Byte,0,0.01,0,0,0.01
16071,Mortal Kombat: Tournament Edition,GBA,Nintendo,2003,Fighting,Midway Games,0.01,0,0,0,0.01
16072,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,XBox,2005,Adventure,Activision,0.01,0,0,0,0.01
16073,East India Company,PC,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.01
16074,World Poker Tour,GBA,Nintendo,2005,Misc,Take-Two Interactive,0.01,0,0,0,0.01
16075,Sousaku Alice to Oujisama!,3DS,Nintendo,2015,Simulation,Happinet,0,0,0.01,0,0.01
16076,Empire Deluxe,PC,PC,1992,Strategy,New World Computing,0.01,0,0,0,0.01
16077,Umihara Kawase Jun: Second Edition Kanzenban,DS,Nintendo,2009,Puzzle,Genterprise,0,0,0.01,0,0.01
16078,Infinite Stratos 2: Love and Purge,PSV,PS,2015,Action,5pb,0,0,0.01,0,0.01
16079,Fab 5 Soccer,DS,Nintendo,2008,Sports,Destineer,0.01,0,0,0,0.01
16080,Destiny Links,DS,Nintendo,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01
16081,Best Of Tests,DS,Nintendo,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
16082,Egg Mania: Eggstreme Madness,XB,XBox,2002,Puzzle,Kemco,0.01,0,0,0,0.01
16083,Virtua Tennis 3,PC,PC,2007,Sports,Sega,0,0.01,0,0,0.01
16084,Pro Angler Moves,PS3,PS,2012,Sports,"Interworks Unlimited, Inc.",0.01,0,0,0,0.01
16085,Sakura Sakura: Haru Urara,PSP,PS,2010,Adventure,GN Software,0,0,0.01,0,0.01
16086,Uta no * Prince-Sama: Sweet Serenade,PSP,PS,2011,Adventure,Broccoli,0,0,0.01,0,0.01
16087,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,PS,2013,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
16088,Road Trip: Shifting Gears,GBA,Nintendo,2002,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01
16089,"Iza, Shutsujin! Koisen",PSP,PS,2011,Adventure,Quinrose,0,0,0.01,0,0.01
16090,Major Dream: Major Wii Nagero! Gyroball!!,Wii,Nintendo,2008,Sports,Takara Tomy,0,0,0.01,0,0.01
16091,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,PS,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
16092,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,Nintendo,2010,Adventure,FuRyu,0,0,0.01,0,0.01
16093,Honda ATV Fever,DS,Nintendo,2010,Racing,Storm City Games,0.01,0,0,0,0.01
16094,Grooverider: Slot Car Thunder,XB,XBox,2003,Racing,Encore,0.01,0,0,0,0.01
16095,Superstars V8 Racing,X360,XBox,2009,Racing,Black Bean Games,0,0.01,0,0,0.01
16096,Grand Theft Auto III,PC,PC,2002,Action,Take-Two Interactive,0,0.01,0,0,0.01
16097,Bakumatsu Koihana: Shinsengumi DS,DS,Nintendo,2008,Adventure,D3Publisher,0,0,0.01,0,0.01
16098,Resident Evil 5 HD,PS4,PS,2016,Action,Capcom,0.01,0,0,0,0.01
16099,Miyako: Awayuki no Utage,PSP,PS,2012,Action,Idea Factory,0,0,0.01,0,0.01
16100,Super PickUps,Wii,Nintendo,2009,Racing,XS Games,0.01,0,0,0,0.01
16101,Ben 10 Omniverse 2,X360,XBox,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
16102,Rewrite,PSV,PS,2014,Adventure,Prototype,0,0,0.01,0,0.01
16103,Konami Classics Vol. 2,X360,XBox,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01
16104,Aeon Flux,XB,XBox,2005,Action,THQ,0.01,0,0,0,0.01
16105,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,Nintendo,2011,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16106,Kana: Imouto,PSP,PS,2010,Adventure,CyberFront,0,0,0.01,0,0.01
16107,Barbie and Her Sisters Puppy Rescue,WiiU,Nintendo,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01
16108,Rock N' Roll Racing,SNES,Nintendo,1993,Racing,Interplay,0,0,0.01,0,0.01
16109,Higurashi no Naku Koro ni Iki,PS3,PS,2015,Action,Kaga Create,0,0,0.01,0,0.01
16110,Marginal #4: Idol of Supernova,PSV,PS,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
16111,Nodame Cantabile,PS2,PS,2007,Misc,Banpresto,0,0,0.01,0,0.01
16112,Paranormal Pursuit: The Gifted One,PC,PC,2015,Action,Alawar Entertainment,0,0.01,0,0,0.01
16113,DoDonPachi Saidaioujou,X360,XBox,2013,Shooter,Cave,0,0,0.01,0,0.01
16114,Last Escort: Club Katze,PS2,PS,2010,Adventure,D3Publisher,0,0,0.01,0,0.01
16115,1/2 Summer +,PSP,PS,2013,Adventure,Kaga Create,0,0,0.01,0,0.01
16116,Winning Post 7 Maximum 2008,PS3,PS,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
16117,Psycho-Pass,XOne,XBox,2014,Adventure,5pb,0,0,0.01,0,0.01
16118,Brain Exercise With Dr. Kawashima,PC,PC,2009,Puzzle,Namco Bandai Games,0,0.01,0,0,0.01
16119,Tears to Tiara: Kakan no Daichi Portable,PSP,PS,2010,Adventure,Aqua Plus,0,0,0.01,0,0.01
16120,Games Around the World,DS,Nintendo,2010,Misc,Zoo Games,0.01,0,0,0,0.01
16121,Football Manager 2005,PC,PC,2004,Sports,Sega,0,0.01,0,0,0.01
16122,Hitotsu Tobashi Renai V,PSV,PS,2015,Adventure,Kaga Create,0,0,0.01,0,0.01
16123,Ninja Gaiden Sigma 2,PSV,PS,2013,Action,Tecmo Koei,0,0,0.01,0,0.01
16124,Turbo Trainz,Wii,Nintendo,2012,Racing,Mastertronic,0,0.01,0,0,0.01
16125,Theatre Of War,PC,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01
16126,Nintendogs and Cats Golden Retriever and New Friends,3DS,Nintendo,2011,Action,Nintendo,0,0.01,0,0,0.01
16127,Young Justice: Legacy,X360,XBox,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,Nintendo,2009,Adventure,Arc System Works,0,0,0.01,0,0.01
16129,Monster Rancher Advance 2,GBA,Nintendo,2002,Simulation,Tecmo Koei,0.01,0,0,0,0.01
16130,Madden NFL 13,PS3,PS,2012,Sports,Electronic Arts,0,0.01,0,0,0.01
16131,Voodoo Chronicles: First Sign,PC,PC,2011,Adventure,ValuSoft,0.01,0,0,0,0.01
16132,Umineko no Naku Koro ni Portable 1,PSP,PS,2011,Adventure,Alchemist,0,0,0.01,0,0.01
16133,Dr. Slump & Arale-Chan,DS,Nintendo,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16134,Geten no Hana: Yume Akari,PSP,PS,2014,Misc,Tecmo Koei,0,0,0.01,0,0.01
16135,Festa!! Hyper Girls Party,PS2,PS,2006,Adventure,KID,0,0,0.01,0,0.01
16136,Collar x Malice,PSV,PS,2016,Action,Idea Factory,0,0,0.01,0,0.01
16137,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,Nintendo,2008,Misc,Benesse,0,0,0.01,0,0.01
16138,Vanark,PS,PS,1999,Shooter,Jaleco,0.01,0.01,0,0,0.01
16139,Dragon's Dogma Online: Season 2,PS4,PS,2016,Action,Capcom,0,0,0.01,0,0.01
16140,Game Book DS: Sword World 2.0,DS,Nintendo,2009,Role-Playing,Broccoli,0,0,0.01,0,0.01
16141,WTA Tour Tennis,XB,XBox,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
16142,Norn + Nonette: Last Era,PSV,PS,2015,Action,Idea Factory,0,0,0.01,0,0.01
16143,BlazBlue: Calamity Trigger,PC,PC,2010,Fighting,PQube,0,0.01,0,0,0.01
16144,Furious Karting,XB,XBox,2003,Racing,Atari,0.01,0,0,0,0.01
16145,WSC REAL 09: World Snooker Championship,PS3,PS,2009,Sports,Deep Silver,0,0.01,0,0,0.01
16146,Harry Potter and the Chamber of Secrets,PC,PC,2002,Action,Electronic Arts,0,0.01,0,0,0.01
16147,Pet Shop Monogatari DS 2,DS,Nintendo,2010,Simulation,Taito,0,0,0.01,0,0.01
16148,Mystery Legends: Beauty and the Beast,PC,PC,2012,Puzzle,Focus Multimedia,0,0.01,0,0,0.01
16149,Fuuraiki 3,PSV,PS,2015,Action,Unknown,0,0,0.01,0,0.01
16150,Chokkan! Asonde Relaxuma,DS,Nintendo,2008,Action,Rocket Company,0,0,0.01,0,0.01
16151,Hot Wheels: Stunt Track Challenge / World Race,GBA,Nintendo,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01
16152,Minna no Conveni,DS,Nintendo,2010,Simulation,Taito,0,0,0.01,0,0.01
16153,Accel World: Kasoku no Chouten,PSP,PS,2013,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16154,SoulCalibur Legends (JP sales),Wii,Nintendo,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
16155,Izumo 2,PS2,PS,2006,Adventure,GN Software,0,0,0.01,0,0.01
16156,Entaku no Seito: Students of Round,X360,XBox,2011,Role-Playing,ChunSoft,0,0,0.01,0,0.01
16157,Bratz: Forever Diamondz,PS2,PS,2006,Adventure,THQ,0.01,0.01,0,0,0.01
16158,Isshoni Gohan. Portable,PSP,PS,2013,Adventure,Boost On,0,0,0.01,0,0.01
16159,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,PS,2008,Adventure,Hudson Soft,0,0,0.01,0,0.01
16160,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,PS,2010,Fighting,SNK Playmore,0,0,0.01,0,0.01
16161,Monkey Madness: Island Escape,DS,Nintendo,2010,Action,Storm City Games,0.01,0,0,0,0.01
16162,Malice,XB,XBox,2004,Platform,Evolved Games,0.01,0,0,0,0.01
16163,Raven Squad: Operation Hidden Dagger,PC,PC,2009,Shooter,Evolved Games,0.01,0,0,0,0.01
16164,htoL#NiQ: The Firefly Diary,PSV,PS,2014,Platform,Nippon Ichi Software,0,0,0.01,0,0.01
16165,Tiger Woods PGA Tour 2005,PC,PC,2004,Sports,Electronic Arts,0,0.01,0,0,0.01
16166,Deus Ex,PC,PC,2000,Role-Playing,Eidos Interactive,0,0.01,0,0,0.01
16167,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,Nintendo,2008,Adventure,Capcom,0,0,0.01,0,0.01
16168,Ouka Sengoku Portable,PSP,PS,2012,Adventure,Alchemist,0,0,0.01,0,0.01
16169,Smiley World: Island Challenge,DS,Nintendo,2009,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16170,Order Up!!,3DS,Nintendo,2011,Action,Funbox Media,0,0.01,0,0,0.01
16171,Wallace & Gromit: Curse of the Were-Rabbit,XB,XBox,2005,Adventure,Konami Digital Entertainment,0.01,0,0,0,0.01
16172,Hanayamata: Yosakoi Live,PSV,PS,2014,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16173,Shepherd's Crossing,PSP,PS,2009,Simulation,Success,0,0,0.01,0,0.01
16174,Dark Parables: The Exiled Prince,PC,PC,2011,Puzzle,Unknown,0,0.01,0,0,0.01
